booked_y_n,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active
0,15742404,McGregor,5,Networks,Male,38,Surat,None,2,0,1
0,15757140,Genovese,5,Networks,Male,51,Kolkata,None,1,1,0
0,15570051,Gill,5,Direct,Female,38,New Delhi,Platinum,2,0,0
0,15669175,Ts'ai,2,Direct,Male,24,New Delhi,Base,2,1,0
0,15790324,Green,4,Networks,Female,20,New Delhi,Platinum,1,0,1
0,15691119,Martin,5,Direct,Male,68,Delhi,Silver,1,0,0
0,15743478,Johnson,4,Direct,Male,39,Mumbai,None,2,1,1
0,15707007,Onio,5,Networks,Female,39,Mumbai,None,1,0,1
1,15572547,Vaguine,4,Networks,Female,45,Ahmedabad,None,1,0,1
1,15567063,Manna,5,Direct,Female,34,New Delhi,None,1,1,0
0,15689633,Toomey,6,Organic,Female,38,Bangalore,Base,1,0,1
1,15720637,Bell,5,Direct,Female,46,Cochin,Base,1,0,1
1,15616859,Bonwick,4,Direct,Female,43,Bangalore,Base,4,0,1
0,15766166,Folliero,4,Organic,Male,43,Bangalore,Silver,1,1,1
0,15617655,Holt,3,Organic,Female,35,Ahmedabad,None,2,1,1
0,15623450,Brown,4,Direct,Female,27,Surat,Silver,1,1,1
0,15796612,Ch'ang,3,Networks,Female,31,Hyderabad,Base,1,0,1
0,15795963,Fiorentini,4,Networks,Male,34,Surat,Silver,1,1,0
1,15781598,Middleton,5,Direct,Male,41,New Delhi,Gold,1,1,0
0,15691871,Millar,3,Direct,Male,42,Ahmedabad,Gold,1,1,1
1,15740345,Osborne,4,Organic,Male,42,Chennai,None,1,0,1
0,15662626,Feng,4,Networks,Female,40,Bangalore,None,2,0,0
0,15596575,Vale,4,Direct,Male,39,Chennai,Base,2,1,1
0,15657321,Arkwookerum,5,Direct,Male,27,Mumbai,Base,2,0,1
0,15575955,Lujan,5,Networks,Female,24,Kolkata,None,2,0,1
0,15743893,Alexeyeva,2,Networks,Male,42,Chandigarh,Platinum,1,0,1
0,15697270,Gannon,4,Organic,Male,27,Delhi,Gold,1,1,1
0,15644356,Prokhorova,4,Organic,Female,47,Cochin,Silver,1,0,1
0,15677586,Romero,3,Direct,Female,32,Chandigarh,Base,2,1,1
0,15571261,Toscani,5,Direct,Female,35,New Delhi,Base,2,1,1
0,15698758,Onwuamaegbu,4,Organic,Female,31,Hyderabad,None,2,1,1
0,15787014,King,4,Direct,Female,28,Mumbai,None,1,1,1
0,15739857,Trentino,5,Networks,Female,40,Chandigarh,None,2,1,1
0,15774630,Peacock,4,Direct,Female,47,Hyderabad,Silver,1,1,1
0,15805523,Nnaife,5,Networks,Female,28,Hyderabad,None,1,1,0
0,15749557,Chao,5,Networks,Female,44,New Delhi,None,2,1,1
0,15681180,Barese,5,Networks,Female,23,Surat,Gold,1,0,1
0,15742028,Udegbulam,4,Networks,Female,35,Chennai,None,2,0,1
1,15686463,Fu,4,Networks,Male,38,Surat,Silver,1,0,1
0,15654379,Onwuatuegwu,3,Organic,Male,59,Delhi,None,2,1,1
0,15783629,Degtyaryov,4,Direct,Female,42,New Delhi,Base,2,0,0
0,15751193,Nnaemeka,4,Organic,Male,33,Delhi,None,2,1,1
0,15724099,Udinese,4,Networks,Male,26,New Delhi,Platinum,1,1,1
0,15568429,Mitchell,4,Organic,Female,46,Chandigarh,None,2,0,1
1,15648967,Ch'en,4,Direct,Female,64,Hyderabad,Platinum,1,0,1
0,15664498,Golovanov,3,Networks,Male,26,Surat,Platinum,1,0,1
1,15779522,Efimov,5,Networks,Female,24,Kolkata,None,2,0,1
0,15583850,Davidson,4,Direct,Male,68,Kolkata,Base,2,1,1
0,15696539,Wade,4,Networks,Female,21,Surat,None,1,1,1
0,15760121,Maynard,5,Networks,Male,32,Ahmedabad,None,1,0,1
0,15628279,Murphy,4,Networks,Female,38,Chandigarh,None,2,1,1
0,15766163,Zotova,4,Networks,Male,38,Hyderabad,None,2,1,0
0,15566467,Hannah,4,Direct,Female,32,Kolkata,Silver,2,1,1
0,15639049,Cartagena,2,Networks,Female,31,Surat,Silver,1,1,0
0,15736413,Hall,5,Networks,Male,29,Hyderabad,None,2,1,1
0,15634815,Hunt,5,Networks,Female,37,Chandigarh,None,2,1,1
1,15716381,Greece,4,Direct,Female,50,Surat,Base,1,1,1
0,15708162,Thomson,3,Direct,Female,40,Hyderabad,None,2,1,0
0,15569364,Victor,4,Networks,Male,36,Chandigarh,None,2,0,1
0,15791191,Mitchell,4,Networks,Male,59,Bangalore,None,1,1,1
0,15621205,Olisaemeka,3,Networks,Male,34,Delhi,Platinum,1,1,1
1,15704788,Krawczyk,6,Organic,Female,49,Mumbai,None,2,0,0
0,15775756,Alexandrova,6,Direct,Male,33,Mumbai,Gold,1,0,0
1,15641312,Paterson,4,Networks,Male,36,New Delhi,None,1,1,1
0,15782531,Chou,4,Organic,Female,31,Mumbai,None,2,0,1
0,15724428,Abel,3,Networks,Male,40,Mumbai,None,2,0,1
0,15743617,Chesnokova,5,Direct,Male,47,Hyderabad,None,1,0,1
0,15585839,Niu,4,Networks,Male,37,Bangalore,None,2,0,1
0,15658158,Sullivan,4,Direct,Female,23,Cochin,Base,1,0,1
0,15637678,Ma,4,Networks,Male,35,Chennai,None,1,0,1
0,15701809,Cavill,5,Organic,Female,28,Chandigarh,None,1,0,1
1,15676937,Nicholls,4,Organic,Female,32,Mumbai,None,2,1,1
1,15778975,Nnonso,6,Direct,Female,70,Hyderabad,None,3,0,1
0,15710375,Gibson,4,Networks,Male,41,New Delhi,None,2,0,1
0,15579914,Garcia,4,Direct,Male,30,Bangalore,Base,2,1,1
0,15595160,Renwick,2,Organic,Male,35,Bangalore,None,2,1,1
0,15595391,Norris,3,Networks,Male,31,Hyderabad,None,2,0,1
0,15630363,Nkemakonam,2,Networks,Female,39,Kolkata,None,1,0,0
1,15692443,Piccio,4,Organic,Male,33,Chennai,None,1,0,1
1,15593795,Linton,3,Direct,Female,53,Hyderabad,Gold,1,0,1
1,15642824,Onyekaozulu,6,Organic,Female,56,Mumbai,Platinum,2,1,0
0,15683524,Tobenna,4,Direct,Female,23,New Delhi,Platinum,2,0,0
0,15713532,Wang,4,Direct,Female,29,Delhi,None,1,0,1
0,15719827,O'Donnell,5,Networks,Male,36,Chandigarh,None,1,0,0
0,15578435,Langlands,4,Networks,Male,40,Mumbai,Base,1,1,1
0,15723028,Smith,5,Networks,Male,33,Hyderabad,None,2,0,1
0,15595609,Sykes,4,Direct,Male,52,Ahmedabad,Silver,2,0,0
0,15622443,Marshall,3,Networks,Male,31,Delhi,None,2,1,0
0,15579112,Gibson,3,Networks,Male,47,Bangalore,None,2,1,1
0,15648479,Stephenson,4,Networks,Female,45,Kolkata,None,2,0,1
0,15659234,Y?,2,Networks,Male,30,Chandigarh,None,1,1,0
0,15811970,Kang,4,Networks,Female,42,Hyderabad,None,2,1,1
1,15774192,Miller,3,Direct,Female,38,Mumbai,None,1,0,0
0,15595136,Kryukov,4,Networks,Female,37,Hyderabad,None,2,1,1
0,15630580,Y?,5,Direct,Male,34,Ahmedabad,Base,2,1,1
0,15660646,Fanucci,3,Networks,Male,35,Chandigarh,Gold,1,0,1
0,15614365,Lombardi,4,Direct,Male,31,Chandigarh,Gold,1,0,0
0,15776128,Hs?,5,Networks,Female,44,New Delhi,Gold,1,0,0
0,15787035,Anderson,4,Networks,Female,35,Mumbai,None,2,1,1
0,15792646,Trentino,4,Organic,Female,64,Hyderabad,None,1,1,1
0,15726832,Donnelly,6,Direct,Male,61,Chandigarh,Silver,1,1,1
0,15773260,Tsou,3,Networks,Female,32,Kolkata,Silver,1,0,1
0,15624437,Johnson,6,Organic,Female,32,Hyderabad,None,2,1,1
0,15717138,Watson,6,Organic,Male,31,New Delhi,None,2,0,1
0,15657317,Allan,5,Networks,Female,32,Surat,None,1,0,1
0,15626948,Butcher,5,Networks,Female,42,New Delhi,None,1,0,1
1,15758901,Henderson,5,Organic,Female,47,Hyderabad,None,1,0,1
0,15777759,Boucaut,3,Networks,Male,30,Bangalore,Silver,1,1,1
0,15773322,Obiajulu,3,Direct,Female,44,Delhi,Base,1,0,0
0,15697318,Ifeatu,5,Direct,Male,32,Ahmedabad,None,1,0,0
0,15678916,Kelly,3,Networks,Female,75,Bangalore,None,1,0,1
1,15632118,Pirozzi,4,Organic,Male,45,Chennai,Platinum,1,0,1
0,15788118,Siciliano,4,Networks,Male,33,Surat,Silver,2,0,1
0,15788930,Silva,5,Organic,Male,37,Surat,Silver,1,0,1
0,15628583,Iweobiegbunam,5,Networks,Female,30,Chennai,None,2,1,0
0,15635177,Williamson,3,Organic,Female,66,Chandigarh,None,1,1,1
0,15587690,Madueke,3,Networks,Male,28,Bangalore,Base,1,0,1
0,15627630,Chiagoziem,3,Networks,Female,41,Hyderabad,None,2,0,1
0,15610930,Kwemto,3,Direct,Female,35,Hyderabad,Silver,1,0,1
0,15657747,Zito,4,Direct,Female,43,Ahmedabad,Silver,2,1,0
1,15568006,Ukaegbunam,4,Networks,Female,45,Bangalore,None,4,0,1
1,15751748,Trevisani,4,Networks,Male,51,Bangalore,Gold,1,0,0
0,15722212,Edmondstone,4,Networks,Female,41,Mumbai,None,2,0,0
0,15658670,Chien,4,Networks,Female,38,Mumbai,None,2,0,1
0,15761654,Boni,5,Organic,Male,30,Mumbai,Silver,1,1,1
1,15812210,Yashina,2,Direct,Female,32,Mumbai,Base,4,1,1
0,15787051,Georg,5,Organic,Female,39,Surat,Base,1,0,1
0,15642991,Tung,6,Organic,Female,29,Surat,None,2,0,1
0,15713769,Michelides,4,Organic,Male,38,Surat,None,1,1,1
1,15605826,Korovina,4,Direct,Male,46,Cochin,Base,3,0,1
0,15648898,Chuang,3,Organic,Female,27,Surat,Base,1,1,1
0,15705309,Yuriev,4,Organic,Male,39,Chennai,None,2,0,0
0,15734202,Chidimma,4,Direct,Female,52,Delhi,None,1,0,1
0,15658852,Stevens,4,Networks,Male,38,Mumbai,None,2,1,1
0,15612633,Kao,3,Organic,Male,43,Ahmedabad,None,1,1,0
0,15604818,Edmund la Touche,5,Networks,Male,34,Ahmedabad,Gold,1,0,1
0,15593900,Belousov,5,Networks,Male,38,Hyderabad,Platinum,1,1,0
0,15624995,McCane,5,Organic,Female,31,New Delhi,Gold,1,1,1
1,15570087,Parry-Okeden,4,Networks,Female,44,Mumbai,Silver,1,1,1
0,15802617,Hudson,4,Direct,Male,43,Surat,Base,2,0,1
0,15656029,Marsden,4,Networks,Male,37,New Delhi,None,2,1,0
0,15739194,Manfrin,3,Organic,Male,38,Kolkata,Platinum,2,0,1
1,15607275,Ch'ang,6,Organic,Male,39,New Delhi,Platinum,2,1,0
0,15629475,Clark,4,Networks,Male,41,Bangalore,None,2,0,1
1,15635034,Aldrich,5,Direct,Male,37,Ahmedabad,None,1,1,1
0,15756333,Khan,4,Networks,Female,55,Surat,None,2,1,1
0,15777436,Murray,5,Organic,Female,31,Chennai,None,2,0,1
0,15676835,Anayolisa,5,Organic,Male,33,Hyderabad,None,2,0,1
0,15574206,Shillito,5,Networks,Female,37,Surat,None,2,1,1
0,15613017,McMillan,3,Direct,Male,32,Hyderabad,Gold,1,0,1
0,15815131,Howells,4,Organic,Female,36,Surat,Base,1,1,1
0,15585455,Stewart,4,Networks,Male,28,Ahmedabad,None,2,0,0
1,15692929,Ikechukwu,5,Direct,Female,42,Cochin,Base,2,1,0
0,15758081,Repina,4,Organic,Male,39,Mumbai,Silver,1,1,1
0,15667476,Cox,2,Direct,Female,36,Chandigarh,Base,1,0,0
0,15738248,Lo,4,Networks,Female,37,Chennai,None,2,0,1
1,15672152,Grant,6,Direct,Male,37,Ahmedabad,Base,1,1,0
1,15673372,Stevenson,4,Networks,Female,58,Hyderabad,None,1,1,1
1,15587611,Kauffmann,3,Networks,Male,59,Ahmedabad,None,2,0,0
0,15803415,Samsonova,3,Networks,Female,39,Chandigarh,Platinum,2,0,1
1,15715673,Niu,4,Organic,Female,46,Delhi,None,1,0,1
0,15655648,Bock,4,Networks,Female,25,Bangalore,None,2,0,1
0,15763613,Barlow,3,Networks,Male,30,Hyderabad,None,2,0,1
0,15660385,Stevenson,3,Networks,Male,39,Surat,None,2,0,1
1,15733261,Kung,4,Organic,Female,35,New Delhi,None,1,0,1
0,15796231,Nwankwo,4,Networks,Female,18,Hyderabad,None,1,1,1
0,15624866,Brewer,4,Direct,Male,37,Chandigarh,Platinum,2,0,0
0,15623730,Ch'iu,5,Networks,Male,34,Hyderabad,None,1,1,0
1,15668248,Quinn,3,Direct,Female,62,Surat,Silver,1,0,0
0,15694518,Kodilinyechukwu,4,Organic,Female,36,Kolkata,None,2,0,1
0,15638028,Ifeanyichukwu,3,Direct,Male,31,Delhi,Silver,2,1,0
0,15795895,Yermakova,4,Direct,Male,36,Hyderabad,Base,2,0,1
1,15694376,Sullivan,5,Direct,Female,64,Chandigarh,Gold,3,0,0
0,15669204,Grant,4,Direct,Male,23,Delhi,None,2,0,1
0,15773779,Jacka,3,Organic,Female,46,Bangalore,None,1,1,1
0,15580682,Tsai,4,Networks,Female,40,Delhi,None,2,1,1
0,15768530,Emery,3,Organic,Female,27,Delhi,None,2,1,1
0,15672875,Piccio,3,Direct,Male,32,Mumbai,None,1,1,1
0,15617082,Sanders,3,Networks,Male,33,Surat,Base,1,1,1
0,15760514,Sharp,5,Direct,Female,43,Ahmedabad,Base,2,1,1
0,15761775,Myers,3,Direct,Male,20,Mumbai,Platinum,2,1,1
0,15799964,Campbell,4,Direct,Female,30,Surat,Silver,1,0,1
0,15693906,Abbott,4,Networks,Female,24,Chandigarh,None,1,1,1
0,15739514,Preston,4,Networks,Female,32,Ahmedabad,None,2,1,1
0,15756926,Atherton,6,Direct,Male,29,Hyderabad,None,2,1,0
0,15770984,Fanucci,4,Organic,Female,40,Surat,Silver,2,1,0
0,15703979,Evans,3,Direct,Male,39,Chandigarh,Base,1,0,1
0,15801821,Cookson,4,Networks,Male,38,Hyderabad,None,2,0,0
1,15711028,Nnachetam,3,Networks,Male,52,Hyderabad,None,3,1,1
0,15791842,Johnstone,2,Networks,Female,32,New Delhi,None,1,1,1
0,15746127,Hort,3,Networks,Female,47,Bangalore,None,2,0,1
0,15663625,Johnson,3,Networks,Male,37,Delhi,None,2,0,0
0,15604891,Zaytseva,4,Organic,Female,38,Mumbai,None,2,0,1
0,15589666,Sorokina,3,Networks,Female,39,Ahmedabad,Silver,1,1,1
0,15627881,Diehl,4,Networks,Male,30,Mumbai,None,2,1,1
0,15664895,Onuchukwu,4,Networks,Female,25,Kolkata,None,2,1,1
0,15676094,Osonduagwuike,2,Networks,Female,34,New Delhi,None,1,1,1
0,15761720,Mead,2,Networks,Male,41,New Delhi,Gold,1,0,1
0,15611961,Stewart,4,Networks,Male,35,Surat,None,2,0,1
0,15680167,Thomson,4,Networks,Female,78,New Delhi,None,1,1,1
0,15762543,Goliwe,5,Networks,Female,32,Hyderabad,None,2,0,1
1,15658475,Lori,6,Networks,Male,36,Mumbai,Silver,1,0,1
0,15779743,Onwuamaeze,4,Networks,Female,44,Surat,None,2,0,1
0,15661532,Butusov,4,Networks,Female,31,Hyderabad,Platinum,2,0,0
1,15782360,Rogers,5,Direct,Male,65,Bangalore,Silver,1,1,1
0,15767908,Nicholson,3,Networks,Male,38,New Delhi,Silver,2,0,0
1,15677105,Rossi,5,Direct,Female,46,Delhi,None,1,0,1
0,15641474,Hall,4,Networks,Male,46,Ahmedabad,Silver,1,0,1
0,15624451,Huddart,4,Networks,Female,38,Chandigarh,None,2,0,1
0,15577985,Chinomso,3,Networks,Female,34,Chennai,Base,2,1,1
0,15571666,Shaw,4,Direct,Male,30,Mumbai,Silver,1,0,0
0,15783691,Hargreaves,5,Organic,Female,35,Hyderabad,Base,1,0,1
0,15671172,Swain,4,Networks,Male,23,Hyderabad,None,2,1,0
0,15731760,Butcher,4,Networks,Male,25,Chennai,None,1,1,0
0,15585599,Stone,3,Networks,Female,34,Mumbai,None,2,1,0
1,15784958,Allan,5,Networks,Female,55,Cochin,None,4,1,1
1,15734524,Wang,4,Networks,Male,51,Chandigarh,None,1,0,1
1,15614103,Colombo,6,Direct,Male,42,Mumbai,Base,1,1,0
0,15794895,McKay,3,Organic,Male,34,Hyderabad,None,2,1,0
0,15772381,Brient,3,Direct,Male,38,Mumbai,None,1,0,1
0,15710553,Yin,3,Direct,Male,48,Chandigarh,Silver,2,1,0
1,15649292,Bellucci,5,Networks,Female,49,Surat,None,1,0,0
0,15792565,Duncan,5,Networks,Female,46,Surat,None,2,1,1
0,15718245,Pirozzi,5,Networks,Male,34,Hyderabad,None,2,1,1
0,15703117,Findlay,3,Networks,Female,44,Hyderabad,None,2,1,0
0,15758136,King,5,Networks,Male,37,Chandigarh,Silver,1,1,0
0,15799932,Iweobiegbunam,6,Networks,Male,24,Cochin,None,2,1,1
0,15633516,Tucker,3,Networks,Male,42,Hyderabad,None,1,1,0
1,15622532,Izmailova,5,Networks,Female,47,Kolkata,Silver,2,1,0
0,15798960,Meng,4,Networks,Male,33,Bangalore,Base,1,1,0
0,15698664,Liang,3,Organic,Male,43,Bangalore,Base,2,0,0
0,15703614,Hutchinson,3,Organic,Male,48,Chennai,Silver,1,0,1
0,15699195,Shen,5,Networks,Female,24,Chandigarh,Base,1,1,1
1,15710543,Okwuoma,4,Networks,Male,46,Hyderabad,Silver,1,1,1
0,15695499,Chinwemma,3,Networks,Female,45,Cochin,None,2,1,0
0,15622321,Golubova,3,Networks,Female,32,Chandigarh,None,1,1,1
0,15715744,Schiavone,4,Networks,Male,39,Surat,None,1,1,0
0,15788151,Moore,4,Organic,Male,32,Hyderabad,Silver,2,1,1
1,15687153,Graham,6,Direct,Male,49,Mumbai,None,1,0,1
0,15684958,Amadi,2,Direct,Male,38,Bangalore,Silver,2,1,1
0,15706116,McKay,4,Direct,Female,30,Mumbai,Gold,1,0,1
0,15740557,Fedorova,5,Networks,Female,43,Chennai,None,2,0,1
0,15707291,Percy,2,Direct,Male,48,Mumbai,Silver,2,1,1
1,15583353,Floyd,4,Organic,Female,45,Chandigarh,None,1,0,1
0,15761024,Long,4,Networks,Female,33,Bangalore,Platinum,2,1,1
0,15630709,Castiglione,4,Direct,Female,31,Bangalore,None,2,0,0
0,15639590,Melendez,5,Networks,Female,30,Chandigarh,Silver,1,0,1
0,15659399,Mazzi,3,Direct,Male,50,Surat,Silver,2,0,1
0,15567078,Kovaleva,5,Networks,Female,27,Mumbai,None,1,1,1
1,15696373,Gill,4,Networks,Female,44,Ahmedabad,None,2,0,0
0,15786617,Arcuri,2,Direct,Male,34,Chandigarh,Silver,1,0,1
0,15657449,Chukwuma,2,Direct,Male,25,Chandigarh,Silver,1,0,1
1,15672594,Stevenson,3,Networks,Female,60,Kolkata,Silver,1,0,0
0,15714240,Ponomarev,5,Organic,Male,74,Chennai,None,2,0,0
0,15782144,Gilroy,3,Networks,Female,34,Chandigarh,None,2,1,1
0,15665008,Sidorov,6,Direct,Female,26,Mumbai,None,2,1,1
0,15581733,Bates,5,Networks,Female,28,Delhi,None,2,0,1
1,15751392,Fanucci,4,Organic,Female,57,Delhi,None,2,0,1
0,15785815,Toscano,4,Direct,Male,31,Hyderabad,Silver,2,1,1
0,15664214,Hearn,4,Networks,Male,33,Bangalore,Silver,2,0,1
0,15579996,Iroawuchi,3,Direct,Female,25,Surat,Silver,1,0,0
0,15675252,Martin,5,Organic,Female,39,Chandigarh,None,2,1,1
1,15579617,Sinclair,2,Networks,Female,51,Chandigarh,None,2,1,0
1,15593976,Swanson,3,Direct,Female,31,Chennai,None,4,0,0
0,15716041,Chinomso,4,Organic,Male,39,Ahmedabad,None,2,1,0
0,15654489,Fomin,6,Networks,Female,38,Mumbai,Silver,1,1,1
0,15736302,McKay,4,Networks,Male,48,Delhi,None,2,1,1
0,15805909,Bergamaschi,4,Organic,Male,28,Mumbai,Platinum,1,0,0
0,15572762,Matveyeva,2,Direct,Female,50,Bangalore,None,2,0,1
0,15724632,Madukaego,3,Networks,Female,41,Kolkata,None,2,1,0
0,15670416,Ferri,5,Networks,Female,43,Kolkata,None,1,1,0
0,15749528,Achebe,4,Organic,Male,58,New Delhi,None,2,1,0
0,15578783,Mai,4,Direct,Male,35,Kolkata,None,1,1,1
0,15580719,Davis,4,Networks,Female,23,Cochin,None,2,1,1
0,15656293,Davey,5,Networks,Male,35,Chandigarh,None,2,0,1
0,15691875,Tsou,6,Direct,Female,39,Chennai,Base,1,0,1
1,15596870,Marino,5,Direct,Male,54,Chandigarh,Silver,1,0,1
0,15780770,Kerr,2,Networks,Male,31,Surat,Silver,1,1,1
1,15751491,Hsiao,2,Direct,Male,50,Chandigarh,Base,1,0,1
0,15706200,Graham,4,Direct,Male,41,Bangalore,Silver,2,0,1
1,15808674,Ejikemeifeuwa,4,Direct,Female,45,New Delhi,Silver,3,1,1
0,15641411,Volkova,5,Networks,Female,23,Hyderabad,Base,1,1,1
0,15764661,Wang,4,Networks,Male,33,Bangalore,None,1,0,1
0,15689492,Benjamin,6,Direct,Male,41,Hyderabad,Platinum,2,1,0
0,15602405,Ryrie,5,Direct,Female,38,Ahmedabad,None,1,0,1
0,15610271,Andreev,4,Organic,Female,42,Chandigarh,None,1,0,1
1,15791780,Ts'ao,5,Direct,Female,48,Cochin,None,3,1,0
0,15589147,Frolov,3,Organic,Male,61,Mumbai,Base,1,1,1
0,15756975,Montemayor,5,Organic,Female,35,Chandigarh,None,2,1,1
0,15729582,Fu,4,Direct,Male,48,Chandigarh,None,1,0,0
0,15742971,Whitehead,5,Networks,Female,44,Bangalore,Platinum,2,0,1
0,15568046,Izuchukwu,6,Networks,Male,24,Surat,Base,1,0,1
0,15694890,Lai,3,Networks,Male,38,Hyderabad,Base,1,0,1
0,15736963,Herring,4,Networks,Male,43,Hyderabad,None,2,1,1
0,15646490,Duffy,3,Organic,Male,42,Hyderabad,Platinum,1,1,0
1,15607314,Chiefo,3,Organic,Male,53,Bangalore,Silver,1,0,1
0,15576745,Fyodorov,5,Networks,Male,48,Bangalore,None,2,1,0
0,15669606,Chu,4,Networks,Male,33,Chennai,None,2,0,1
1,15737832,Robertson,5,Organic,Male,45,Kolkata,Silver,1,0,0
0,15681990,Palmerston,2,Direct,Male,24,New Delhi,Base,2,0,1
0,15758050,Madukwe,4,Organic,Male,37,Delhi,None,2,0,1
0,15787848,Chinedum,4,Organic,Male,30,Ahmedabad,Base,2,0,0
0,15713594,French,3,Networks,Female,32,Surat,Gold,1,0,1
0,15588186,Polyakov,3,Organic,Male,45,Surat,Base,1,0,1
0,15786739,Clements,4,Networks,Male,37,Hyderabad,Base,1,1,1
0,15699467,Connor,4,Organic,Female,41,Kolkata,None,1,0,0
1,15680706,Balashov,3,Direct,Male,48,Delhi,Silver,1,0,1
0,15645717,Avdeeva,5,Networks,Male,62,Bangalore,None,2,1,1
1,15748597,Chester,6,Organic,Male,56,Chennai,None,1,1,0
0,15773709,Hung,6,Organic,Male,35,Kolkata,None,2,1,0
0,15629787,Tu,4,Networks,Male,27,Cochin,Base,2,0,0
0,15661007,Thompson,4,Networks,Male,33,Kolkata,None,1,0,0
0,15686812,Jones,4,Organic,Female,44,Mumbai,None,1,1,0
0,15754113,Li,3,Networks,Female,35,Kolkata,None,2,1,1
0,15749489,Denisova,3,Direct,Female,22,Cochin,Base,1,0,0
0,15574352,Clogstoun,6,Networks,Male,43,Delhi,Platinum,1,1,1
0,15701281,Tan,3,Networks,Male,27,Mumbai,None,2,1,1
0,15811985,Power,3,Organic,Male,44,New Delhi,None,2,0,0
0,15713505,Harriman,3,Networks,Male,31,Hyderabad,None,2,1,0
0,15685653,Benson,3,Direct,Female,40,Chandigarh,Platinum,2,0,1
0,15758831,Thornton,5,Networks,Male,39,Chandigarh,None,1,0,0
1,15618774,White,2,Networks,Male,54,Chandigarh,None,1,0,1
0,15764448,Mackenzie,6,Direct,Male,35,Kolkata,Silver,1,0,1
0,15611024,Kalinina,3,Networks,Female,23,Ahmedabad,None,1,1,0
0,15738220,Bennet,5,Organic,Male,38,Hyderabad,None,2,0,1
0,15805764,Hallahan,4,Networks,Male,18,Cochin,None,2,1,0
0,15580487,Martin,4,Direct,Male,38,Mumbai,Base,2,1,0
0,15675787,Rivera,3,Networks,Male,26,Mumbai,Base,1,0,1
1,15583580,Chiawuotu,3,Direct,Female,35,Hyderabad,Base,1,0,1
0,15780654,Sergeyev,4,Direct,Female,33,Chandigarh,None,2,1,0
0,15695034,Christie,5,Networks,Female,44,Delhi,Base,1,0,1
0,15805671,Louis,4,Networks,Male,32,Kolkata,None,1,1,0
0,15790658,Iqbal,4,Organic,Male,42,Mumbai,None,1,1,1
0,15578648,Marino,3,Direct,Male,49,New Delhi,None,1,0,1
0,15734987,Robertson,4,Networks,Female,43,Surat,Silver,2,0,1
0,15721740,Pai,4,Direct,Male,50,Surat,None,1,1,1
0,15641822,Barese,4,Networks,Female,19,Hyderabad,None,2,1,0
0,15765650,Chigolum,3,Direct,Male,40,Chennai,Base,1,0,0
1,15788556,Trouette,4,Networks,Female,42,Delhi,Gold,1,1,1
1,15576550,Ugochukwu,4,Organic,Female,38,Hyderabad,None,1,0,1
0,15622230,Cribb,5,Networks,Female,35,Chandigarh,None,2,1,0
1,15653937,McIntyre,4,Direct,Female,53,Hyderabad,Base,1,0,1
0,15743538,Pickering,5,Networks,Female,31,Hyderabad,None,2,0,1
1,15591740,Fletcher,3,Networks,Female,54,Delhi,None,2,1,1
0,15650086,Uchenna,5,Networks,Male,43,Bangalore,Platinum,2,0,1
0,15718773,Pisano,4,Networks,Female,32,Kolkata,None,2,0,1
0,15615140,Corson,5,Networks,Male,36,New Delhi,Base,1,1,1
1,15644361,Hooper,5,Networks,Female,40,Hyderabad,None,1,0,0
0,15774536,He,4,Networks,Female,32,New Delhi,None,2,0,0
0,15618661,Chidubem,3,Networks,Male,30,New Delhi,None,1,1,1
1,15605020,Schofield,4,Networks,Male,45,Bangalore,Platinum,2,0,1
0,15762134,Liang,3,Direct,Male,59,Mumbai,Base,2,1,1
0,15685279,Somadina,3,Organic,Female,57,Mumbai,Base,1,1,1
1,15582849,McIntosh,5,Networks,Female,51,Hyderabad,None,1,1,1
1,15655410,Hinton,5,Direct,Male,49,Hyderabad,Silver,1,0,1
0,15649129,Sal,5,Networks,Male,32,Ahmedabad,None,2,0,1
0,15702380,De Luca,4,Organic,Male,64,New Delhi,None,2,1,0
1,15759067,Bromby,3,Direct,Female,37,Surat,Gold,4,1,1
0,15683027,Chang,3,Direct,Male,29,Delhi,Base,2,1,1
0,15597487,Hunter,6,Networks,Female,35,Chennai,None,1,1,1
1,15763256,Sheppard,4,Direct,Female,64,Mumbai,Silver,2,0,1
0,15620111,Fan,4,Networks,Male,54,Mumbai,Silver,1,0,1
0,15623053,Muir,2,Organic,Male,40,Bangalore,Base,1,0,1
1,15595592,Lai,5,Networks,Female,59,Bangalore,None,1,0,1
0,15740072,Padovesi,5,Networks,Female,37,Bangalore,Base,2,1,1
1,15778005,Kemp,5,Networks,Female,39,Hyderabad,Silver,1,0,1
0,15583278,Greece,5,Organic,Female,36,Mumbai,None,1,1,1
0,15601263,Young,2,Organic,Female,48,Surat,None,2,0,1
0,15709222,Chukwueloka,3,Organic,Male,34,Chandigarh,None,1,1,0
0,15713949,Woods,6,Networks,Male,40,Hyderabad,None,1,0,1
0,15717706,Forbes,5,Networks,Female,32,Chandigarh,None,2,1,1
0,15756071,Kang,5,Networks,Male,34,Hyderabad,None,1,1,1
0,15696564,Nweke,5,Networks,Male,38,Kolkata,Silver,2,1,1
0,15657637,Ts'ui,4,Organic,Female,36,Chandigarh,None,3,0,1
